transaction_id,user_id,transaction_type,channel,device_type,amount,transaction_status,timestamp,location,date_mmddyyyy,date_mmddyyyy_slash
451b4cf3-6123-4df7-b656-af7229d4beef,6c1c0ab6-0f80-44cc-93d2-9821d42de47a,Receive Money,App,Android,23.78,Success,2024-12-10 00:07:56,Makati,12102024,12/10/2024
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,124abc16-de4c-4944-8678-4f498bdeb84a,Bank Transfer,App,Android,467.67,Success,2025-02-24 04:38:20,Antipolo,02242025,02/24/2025
5304317f-af42-412f-b838-b3268e944239,e3164f25-e22f-4d1a-b6ec-f3f9735902cf,Cash Out,Partner Outlet,Android,93.48,Pending,2025-01-12 21:52:49,Iloilo City,01122025,01/12/2025
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,374e3e12-ebed-45d4-84f2-99efc26cd636,Buy Load,Partner Outlet,Android,33.63,Success,2025-02-11 06:41:58,Taguig,02112025,02/11/2025
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,666a7861-1494-4dbd-bf6f-4f21ce64a89a,Cash In,App,iOS,1486.84,Success,2024-10-15 05:43:02,Baguio,10152024,10/15/2024
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,e31896d5-7216-406c-b1ab-2c49ec817e3e,Bank Transfer,App,iOS,1685.32,Success,2025-03-27 10:12:40,Quezon City,03272025,03/27/2025
9132b63e-f162-47e4-a9c3-49e03602f8ac,57a9b67f-e35f-41db-8a12-0876c74de5e3,Pay Bills,App,Web,826.17,Success,2024-12-30 21:19:25,Pasig,12302024,12/30/2024
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,086c030f-f0fd-4ea9-82c2-7f97af6c9a31,Pay Bills,Partner Outlet,Android,181.64,Success,2025-03-22 09:14:30,Taguig,03222025,03/22/2025
e27a984d-6548-41d0-bfcd-9eb1a7cad415,356bf588-32c2-461a-9553-507b4a8c6e28,Receive Money,App,Android,51.39,Success,2024-10-29 15:45:17,Dasmariñas,10292024,10/29/2024
24933b83-7577-40a9-a491-f0b2ea1fca65,75766872-d5cb-40a3-a9cb-fc4e2f4bc0ce,Pay Bills,Partner Outlet,Android,576.38,Failed,2025-03-22 08:29:11,Bacolod,03222025,03/22/2025
beb79919-3f22-4af8-a3be-d01d43cf2fde,4797fe1e-eab4-4ce8-80f9-60502efc7709,Bank Transfer,Partner Outlet,Android,290.05,Success,2024-12-22 13:08:13,General Santos,12222024,12/22/2024
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,da51db69-394f-4cb9-93db-c3a56071b669,Bank Transfer,Partner Outlet,Android,65.08,Success,2025-03-21 11:02:46,Calamba,03212025,03/21/2025
956269f0-e5d7-4875-adad-d6c795a76d79,70c92b33-ceef-4d5c-9cef-3d321cf63fae,In-store Payment,Partner Outlet,Android,341.77,Success,2024-12-14 15:01:50,Quezon City,12142024,12/14/2024
ff50bde4-3825-47b8-9cab-cc97663f1c97,c85336db-4754-420a-902d-f7cf28efd75b,Cash Out,App,Android,17.5,Success,2024-11-22 11:13:22,Pasig,11222024,11/22/2024
7e570ddf-8270-40a8-a369-b584ff5e9ff0,3dddd241-fa98-4619-aee8-3e03718fda3f,Send Money,App,Android,1200.21,Success,2025-03-24 16:43:58,Dasmariñas,03242025,03/24/2025
dc713d96-0c0f-4195-817a-f08a1745d6d8,8a38ef1d-015d-441f-8e22-0c2dea771919,Request Money,Partner Outlet,iOS,149.73,Success,2025-03-22 07:21:20,General Santos,03222025,03/22/2025
28f49481-a0a0-4dc4-a720-9bdf1c11f735,0852a95e-9015-444f-b539-1cd538e8279f,Online Payment,App,iOS,543.13,Success,2025-04-02 22:32:50,Davao City,04022025,04/02/2025
98ae4334-6c12-4ce8-ae34-0454cac5b68c,edfc1ab2-c198-4cfb-a5cf-9236bdce8c96,Pay Bills,Partner Outlet,iOS,186.77,Pending,2025-01-08 13:36:35,Pasig,01082025,01/08/2025
988c24c9-61b1-4d22-a280-1c4510435a10,28018e89-0f94-42f9-8296-8a4a53398474,Receive Money,App,iOS,367.06,Success,2024-11-22 08:33:02,Santa Rosa,11222024,11/22/2024
405cacec-8774-49a9-b7d2-1e02ff01cf99,ba80c88b-9da3-4777-998c-1a48e187ab6d,Pay Bills,Partner Outlet,Android,395.61,Failed,2025-03-22 02:15:59,Makati,03222025,03/22/2025
f143262f-dc5c-4eed-8da0-365bf89897b9,8ccf8851-fc94-4bc1-914f-c8aa9cdd1043,Online Payment,Partner Outlet,Web,102.19,Success,2025-03-21 21:30:47,Calamba,03212025,03/21/2025
1d53434b-b881-49b9-ae27-0da702f06b90,9a870bf7-b2e9-4a66-9bd5-72b4533679f2,Cash Out,App,Web,1746.4,Success,2025-03-13 04:38:06,Valenzuela,03132025,03/13/2025
c0398710-8976-4334-a281-7efdae849217,3990d711-9ace-4bb2-bcf8-0f7f380f52f3,In-store Payment,Partner Outlet,Android,746.12,Success,2024-10-13 03:41:46,Antipolo,10132024,10/13/2024
5715bd6f-a416-4293-84c2-e2e3444ea7c8,2872edca-b362-43ce-b646-c493209186d6,Bank Transfer,Partner Outlet,Web,1402.55,Success,2024-12-12 05:04:07,Baguio,12122024,12/12/2024
287d06ca-6f4c-469a-8b22-d3081c8eaee9,2e206e6f-7e46-4b4e-8213-89d9fdc642fe,In-store Payment,App,iOS,1126.08,Failed,2024-11-19 06:30:26,San Fernando,11192024,11/19/2024
b8db0672-f42d-47cc-80d4-af5974273ca3,28fa0a73-1646-413d-9c76-39e58a799c75,Cash In,Partner Outlet,iOS,455.53,Success,2025-03-10 09:06:11,Quezon City,03102025,03/10/2025
f8cda88b-436d-46e2-b83c-fe0be037e5ed,d27ebe78-1e2c-4bca-9295-626be5121da2,Pay Bills,Partner Outlet,iOS,1274.72,Success,2025-03-29 15:15:39,Valenzuela,03292025,03/29/2025
81f76d1c-2dbc-4134-830f-f46e8026695f,a6f7b85d-591a-41ea-b8e2-aae3633ad91a,Send Money,Partner Outlet,Android,46.33,Success,2025-03-29 08:29:40,Cagayan de Oro,03292025,03/29/2025
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,c5bc4663-f995-4e6a-8c68-36090c39de51,Cash In,App,iOS,109.07,Success,2024-12-07 05:34:42,Cagayan de Oro,12072024,12/07/2024
81f631d4-a392-41a7-9777-a4774c66e0a8,0f3b5f06-6de2-4a01-912d-bd50902ead79,Cash Out,Partner Outlet,iOS,23.14,Success,2024-11-11 17:06:21,Baguio,11112024,11/11/2024
5fb8d16c-2720-497d-b2eb-d6899be578c7,b7f156e8-6e31-47bd-9498-0e1d201cbf3b,Pay Bills,Partner Outlet,Android,196.77,Success,2025-01-24 03:54:38,General Santos,01242025,01/24/2025
f4188f3f-8a14-4e62-a95b-4715c333e861,a5588005-6527-4d38-b3db-22db6b76c990,Cash In,App,iOS,246.07,Success,2025-02-03 12:01:14,Quezon City,02032025,02/03/2025
eb2263dd-87c5-421e-ac24-a3c5c754108f,7420431e-2bf0-4535-92f5-c7bc54c4c8ba,Pay Bills,App,Web,158.28,Success,2024-10-10 16:52:11,Antipolo,10102024,10/10/2024
7d154385-52fb-443b-9954-6eb400257ad1,a4ff58a2-8d8f-494c-aa8c-5fdbdcee656d,Receive Money,App,Web,882.28,Success,2025-01-13 23:33:44,Taguig,01132025,01/13/2025
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,3495aef4-fa2b-470f-9b1c-1cd74dc0c04c,Cash Out,App,iOS,220.61,Success,2025-02-25 10:18:56,Cebu City,02252025,02/25/2025
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,9f9905ad-43c8-4b21-bd3f-9e08968e83ca,Request Money,Partner Outlet,iOS,164.9,Success,2025-01-21 06:03:56,Davao City,01212025,01/21/2025
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,5fa686f0-961d-4530-a068-f9edbfb9209f,Bank Transfer,App,Android,391.2,Success,2024-10-24 08:10:28,Quezon City,10242024,10/24/2024
14296c07-f26b-4776-913e-4de2e0c53cb8,00256416-b908-403c-b3e0-72cb05fd35aa,Buy Load,Partner Outlet,Web,75.95,Success,2025-02-10 23:36:12,Antipolo,02102025,02/10/2025
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,6f52449a-8bcf-476c-9bf2-127381734b33,Bank Transfer,Partner Outlet,Android,810.24,Success,2025-04-01 16:44:06,Davao City,04012025,04/01/2025
885f6e66-c2b6-42c5-ba5d-310011b7e948,6b2fa6bc-00b6-4b48-90e9-9af04d257207,Bank Transfer,App,Android,38.74,Success,2025-03-21 06:35:20,Cagayan de Oro,03212025,03/21/2025
a8e56e0c-20de-435d-a031-d750c40db9b4,5d06fdc3-fe64-41f0-bec2-eadebf88f749,Cash In,Partner Outlet,iOS,2167.07,Success,2024-12-30 19:55:02,Antipolo,12302024,12/30/2024
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,defc4d67-d8b3-480d-a9ac-2a33c0e7d2f1,Cash Out,App,Web,739.74,Success,2024-11-08 14:37:17,Dasmariñas,11082024,11/08/2024
9b49bd26-df57-459a-8715-a10343dac043,8baf1516-0b6a-4167-ab6d-ee52058e2844,Pay Bills,Partner Outlet,iOS,110.77,Success,2025-01-31 01:51:37,Davao City,01312025,01/31/2025
edcd465e-3638-4821-b6e0-7cc06c52c49f,ec202e90-b701-4da2-aa44-7966029e6783,In-store Payment,App,Android,2.77,Success,2024-11-18 23:45:46,Cagayan de Oro,11182024,11/18/2024
b09b2a5c-badc-432a-8159-0f538a0f4efb,d7a7d4f6-f5b7-4414-90a6-c5b41a70bcdb,Buy Load,App,Android,844.95,Success,2024-10-22 19:23:51,Dasmariñas,10222024,10/22/2024
66245bfa-4fcc-439a-b683-d2e6337ea2df,0be4a2fb-9853-4a5f-abf8-4a05d82d6078,Online Payment,App,Android,613.55,Success,2025-04-10 03:52:47,San Fernando,04102025,04/10/2025
5f987c71-a65e-488e-abf3-ad39fec21bbe,13e7b504-c58a-4c51-afa8-e33b2a78ae7c,Cash In,App,Android,652.83,Success,2025-01-30 10:34:22,Cagayan de Oro,01302025,01/30/2025
7394988f-847f-49b4-a64d-1bcb702753a1,d34585a2-c6d1-40fa-9f14-4f16e7744ce2,Buy Load,App,Android,737.61,Success,2025-03-15 15:11:46,General Santos,03152025,03/15/2025
1064005c-3985-43cf-bf76-be1d1efa2197,d05858ea-e1d2-4681-8c9e-7893f1ca8560,Request Money,App,Web,38.46,Success,2025-02-13 18:42:27,Santa Rosa,02132025,02/13/2025
8dcdcd03-969b-4662-8562-8059568cc69b,478cd79d-0856-4c4b-9ea4-6e7d3cfa73f8,Receive Money,Partner Outlet,Web,221.95,Success,2024-12-23 01:21:59,Bacolod,12232024,12/23/2024
01d74256-3860-4ab6-96a4-02f23ae8cc93,e9f35e11-928a-44dd-8ace-87b74250f956,Cash Out,App,Web,61.58,Success,2024-11-01 07:51:22,Cebu City,11012024,11/01/2024
0f1259e0-a18f-46b6-b535-106e122c9a56,2c60d815-39a4-471d-95b4-3eed08db3427,Online Payment,App,iOS,994.26,Success,2024-12-17 23:11:51,Santa Rosa,12172024,12/17/2024
080aadfb-e7c9-4b26-9141-25c63a9bedd4,f505b662-5937-4710-a829-1eebe614a0d9,Cash In,Partner Outlet,iOS,488.15,Success,2025-03-28 04:06:46,Valenzuela,03282025,03/28/2025
839fbc50-1223-4513-9496-f63cdc1110c1,2c5e405e-34cf-4b7f-bf4c-d64f3142feb2,Bank Transfer,Partner Outlet,Android,200.91,Success,2024-10-21 14:18:10,Bacolod,10212024,10/21/2024
7c441fe7-ab42-40a7-874a-493b3ceddf2d,3ea34052-2af3-4711-b518-75ec01adf395,Send Money,Partner Outlet,Android,32.83,Success,2025-01-11 16:51:33,Makati,01112025,01/11/2025
b92da22b-21df-406f-8a0b-3c3336d8393a,276a3335-0a6d-4d8b-9136-5b345b867d34,Cash In,App,Android,186.24,Success,2024-11-01 08:25:10,Quezon City,11012024,11/01/2024
93829b43-922f-415a-a1e3-db63ef7ddc76,a6e7e684-e7e6-4a6d-9fce-2980cf41205c,Send Money,Partner Outlet,Android,196.66,Success,2025-03-26 09:59:18,Bacolod,03262025,03/26/2025
7914c120-c8dc-419f-be35-11287900f7f9,da7f6f61-5813-426f-94d5-a185ce2c1dad,Bank Transfer,Partner Outlet,iOS,653.94,Success,2025-03-23 05:36:49,Quezon City,03232025,03/23/2025
1825bc54-30be-445f-a835-14f2ceb81f9d,9e41d0e7-1d0f-48c2-8f33-7fe5f93268ef,Receive Money,App,Web,507.44,Failed,2024-10-20 11:48:13,Manila,10202024,10/20/2024
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,fd43754e-39eb-405a-bab9-0085e27e12e4,Cash Out,App,Android,1091.13,Success,2025-01-02 13:01:16,Davao City,01022025,01/02/2025
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,cbd4b8db-541c-4f78-889f-3f1a566fe0df,Pay Bills,Partner Outlet,Android,319.53,Success,2024-12-26 23:43:39,Cebu City,12262024,12/26/2024
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,088c436b-e5c0-43c2-aed5-d608b7c92e13,Cash In,App,Android,63.69,Failed,2024-11-03 07:58:28,Dasmariñas,11032024,11/03/2024
0f844fef-1931-49ee-a56c-0941fbf24050,94b58d54-67a2-4ab3-9af6-009939dd843f,In-store Payment,Partner Outlet,Web,624.56,Success,2024-12-26 20:07:54,Davao City,12262024,12/26/2024
ccf3a171-56dc-4907-ba6c-34ab6712303a,cefc3837-8dec-4c17-902b-368081196352,Bank Transfer,App,iOS,715.2,Success,2025-02-04 22:55:30,Quezon City,02042025,02/04/2025
310c0c00-3fa7-4104-9bf9-0e27dc96925e,c88aca21-b1f4-4d88-88eb-14a58f6d56fd,Cash In,App,iOS,411.94,Success,2024-10-21 06:54:53,Davao City,10212024,10/21/2024
23e2fcb4-72d8-467d-894a-05e430b187ef,c14b2769-3192-4584-9fb0-272735496673,Request Money,Partner Outlet,Android,736.94,Success,2024-11-22 11:00:03,Taguig,11222024,11/22/2024
766ecb15-474e-4c19-aef9-12766c006f61,e009a2cd-3157-409a-bedf-dad0c6988643,Receive Money,Partner Outlet,Web,340.41,Success,2025-01-02 20:38:17,Bacolod,01022025,01/02/2025
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,3f0cd8c9-d98c-4dc3-8b67-2fac298604bc,Request Money,Partner Outlet,Web,369.84,Success,2025-03-24 05:32:52,Valenzuela,03242025,03/24/2025
db20a56e-dc81-4fe7-8eda-8bbb71710434,97939217-29c8-488c-ab4c-864364e4abc2,Buy Load,Partner Outlet,Android,278.91,Success,2025-03-28 15:20:00,Cebu City,03282025,03/28/2025
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,cfd51f1e-01da-4440-a1db-f7f76d3fcc72,Cash Out,App,Android,12.87,Success,2025-01-07 22:37:17,San Fernando,01072025,01/07/2025
03c72ba8-d605-4770-8a63-f881ffd0f9d5,9077f90f-58c9-4bb8-86d2-af43899348fc,Buy Load,App,iOS,57.08,Success,2024-10-21 21:21:00,Bacolod,10212024,10/21/2024
c0e9ab30-ed26-42e9-97e0-11b7f8102383,fff44899-89d2-4791-bd8c-182fbf228ef3,Cash In,Partner Outlet,Web,15.97,Success,2024-12-14 02:11:41,General Santos,12142024,12/14/2024
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,2056dff5-1f58-4eca-bb01-7c93a525e50b,Online Payment,App,Android,505.86,Success,2025-01-30 13:44:15,Davao City,01302025,01/30/2025
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,44fbb5b9-c9e5-4194-b746-682ad4e73adb,Online Payment,Partner Outlet,Android,188.7,Success,2024-10-22 01:39:29,Zamboanga City,10222024,10/22/2024
2a25a888-0f02-4ad0-a706-7ef466aa9385,2964aa99-1728-4576-852d-52fac0ae3ba6,Cash Out,App,Web,355.22,Success,2024-12-01 23:04:48,Taguig,12012024,12/01/2024
63f2ae24-fc3d-4348-808d-4127610461e3,71bfad6c-0eba-4e49-946c-f4bee1344504,In-store Payment,App,Android,1190.63,Success,2024-11-02 16:23:27,Baguio,11022024,11/02/2024
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,9933a462-c058-4c0f-9555-c133c7b30b41,Receive Money,App,iOS,143.37,Success,2024-11-02 22:02:11,Zamboanga City,11022024,11/02/2024
b253d218-6c4a-47ea-8906-17f2747b6dba,dfe38af0-e85d-4aae-9024-7f99648ff83f,In-store Payment,Partner Outlet,Android,264.14,Success,2025-01-08 00:51:51,Antipolo,01082025,01/08/2025
c88a618e-fed4-457d-bb02-6576f512c4c3,224717f9-9d62-405d-99e4-8a169c9a3db3,Receive Money,App,iOS,704.37,Success,2025-02-15 06:00:39,Makati,02152025,02/15/2025
7c967f79-b7e9-4aca-a970-65e18e46d534,24843f73-1e2e-4b93-8e72-f8dff38d906a,Bank Transfer,App,Android,129.9,Success,2025-03-22 18:32:35,Pasig,03222025,03/22/2025
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,66c7f340-7f14-4bb6-b78c-0ea03e2358f8,Cash In,Partner Outlet,iOS,40.05,Pending,2025-01-30 04:08:14,Cainta,01302025,01/30/2025
bc594585-9445-48c0-8ef8-c2d6f7fd5646,75b4849c-7b2a-41ba-9343-d7f932b5e3d0,Buy Load,App,Web,171.07,Success,2025-02-11 22:09:37,Valenzuela,02112025,02/11/2025
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,47218489-5f27-4ba7-9687-0bf14f19f810,Online Payment,Partner Outlet,iOS,87.9,Success,2025-03-25 16:30:41,Taguig,03252025,03/25/2025
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,03cfaa49-e80a-46e7-90c8-f7c928f93da0,Request Money,Partner Outlet,iOS,1327.48,Failed,2025-02-19 22:28:17,Quezon City,02192025,02/19/2025
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,c65e23c7-9865-4bba-aea8-16ef624949a0,Pay Bills,App,Web,825.44,Success,2025-01-09 19:33:12,Baguio,01092025,01/09/2025
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,17c8bc95-a413-46f8-84a8-ddc2ddf15e0b,Send Money,Partner Outlet,Web,501.75,Pending,2025-01-04 17:22:38,Cainta,01042025,01/04/2025
118a9d29-2f92-4996-99f1-95d014822f53,72b91684-e6d4-465e-b401-9a9a90fcc940,Pay Bills,App,iOS,1025.76,Success,2025-02-05 21:40:17,Quezon City,02052025,02/05/2025
dca02eec-acda-4acc-9165-e21098543881,cbfd0aa6-fc69-4d17-9f44-2e7b57869db0,Buy Load,App,Web,813.98,Success,2025-01-02 07:56:45,Antipolo,01022025,01/02/2025
f10c718b-1eb0-438a-a75d-d5af3c365296,2e49a904-21e7-4734-9601-44c01908b1b2,Buy Load,Partner Outlet,Android,103.25,Failed,2025-02-18 17:01:40,Calamba,02182025,02/18/2025
94340a03-3f07-4814-91d6-3f78e3e9de99,b3f731b7-1375-4f4a-b243-3e5365410267,Receive Money,Partner Outlet,iOS,1115.41,Success,2024-11-19 01:20:33,Zamboanga City,11192024,11/19/2024
14fcdd54-9e8f-4965-8a2c-827e98326856,5f541a0d-7b4b-4a29-9991-61163aa4fcd6,In-store Payment,Partner Outlet,Web,387.55,Success,2024-10-30 20:47:44,Valenzuela,10302024,10/30/2024
90b2b633-956b-4c0c-a849-9b926b5252e3,20cbbd96-6699-4ac3-b8f8-d92a3b6c28c5,Pay Bills,Partner Outlet,Web,823.67,Success,2025-02-03 02:45:10,Antipolo,02032025,02/03/2025
42c18a62-ef48-48d5-90fd-9d3f85d51695,f367043b-dadf-4f67-ac6d-eaa2f1b4159f,Receive Money,App,Web,1132.12,Success,2025-01-30 09:25:50,Taguig,01302025,01/30/2025
506e5a9a-b758-488d-ab73-295b344a54b8,26b16c7c-5189-479a-b934-2fbd46296ada,Receive Money,App,iOS,191.37,Failed,2024-12-05 01:10:53,Makati,12052024,12/05/2024
21813d25-6552-48a6-83ff-50113d1a85dd,a12a8971-8239-45a8-9a61-4a73aaf39dd5,In-store Payment,App,iOS,58.3,Success,2024-12-29 18:30:26,Cainta,12292024,12/29/2024
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,621285e3-407a-492f-a60d-63f3eaf590ed,Request Money,Partner Outlet,iOS,129.34,Success,2025-01-04 17:50:23,Zamboanga City,01042025,01/04/2025
ef8c485b-c07a-40f2-add4-253b50f0fd0a,24516596-e7dc-4d43-a5b5-64c91a56b638,Online Payment,App,iOS,278.53,Success,2024-10-16 22:58:38,Davao City,10162024,10/16/2024
9f044aed-7552-4327-8262-7f7312922f83,9eed7567-e3ee-42db-8680-ee6db3831f62,Cash Out,Partner Outlet,Android,851.91,Success,2025-01-28 22:17:08,Makati,01282025,01/28/2025
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,cf03c9ad-72d5-48d4-9ed6-d4366cfc3638,Online Payment,Partner Outlet,Web,985.67,Success,2025-04-09 07:03:33,Pasig,04092025,04/09/2025
8181a8cc-3691-47eb-89a2-688b12c136e0,01278844-06c5-4863-ba83-795dc4363bea,Send Money,App,Web,3.49,Success,2025-02-08 10:56:20,Pasig,02082025,02/08/2025
5958a499-eeea-463e-a1e8-ac6843e42caf,a8eb963a-2888-4ad9-97d4-d81b92326c46,Pay Bills,Partner Outlet,Android,357.44,Success,2024-12-24 21:13:28,Cebu City,12242024,12/24/2024
